item_id,order_id,product_id,quantity,unit_price,discount_percent
I0002408,O000961,P00405,4,797.54,13.91
I0002409,O000333,P00493,-3,171.31,34.25
I0002410,O000857,P00203,1,20.78,6.93
I0002411,O000557,P00037,3,322.86,8.72
I0002412,O000166,P00382,6,1173.67,30.18
I0002413,O000383,P00339,1,1131.89,7.99
I0002414,O000938,P00374,6,1123.09,24.82
I0002415,O000792,P00151,6,132.56,23.58
I0002416,O000401,P00142,4,218.7,8.84
I0002417,O000519,P00132,6,497.38,18.16
I0002418,O000731,P00379,4,318.35,17.52
I0002419,O000990,P00261,4,504.3,17.18
I0002420,O000725,P00435,3,135.47,6.7
I0002421,O000725,P00226,7,973.18,19.3
I0002422,O000027,P00321,2,665.91,5.15
I0002423,O000808,P00237,5,972.71,10.47
I0002424,O000618,P00467,5,765.38,6.19
I0002425,O000681,P00166,1,955.43,24.99
I0002426,O000363,P00448,4,607.56,31.91
I0002427,O000960,P00291,4,351.41,20.26
I0002428,O000736,P00265,4,161.71,33.86
I0002429,O000206,P00201,4,184.56,8.41
I0002430,O000527,P00411,5,755.32,12.86
I0002431,O000025,P00070,6,798.22,33.03
I0002432,O000166,P00486,1,755.16,26.33
I0002433,O000476,P00109,5,306.08,26.36
I0002434,O000746,P00116,3,727.12,27.1
I0002435,O000078,P00216,6,1000.39,24.64
I0002436,O000424,P00424,8,699.8,32.5
I0002437,O000827,P00397,7,1196.77,29.0
I0002438,O000673,P00313,3,995.38,9.93
I0002439,O000240,P00119,1,1127.77,4.45
I0002440,O000723,P00244,5,481.99,21.0
I0002441,O000120,P00050,1,1066.21,20.82
I0002442,O000998,P00362,-2,414.64,3.55
I0002443,O000415,P00216,1,1016.31,7.86
I0002444,O000658,P00007,5,537.36,34.95
I0002445,O000778,P00120,3,357.32,34.98
I0002446,O000324,P00387,1,1193.86,31.08
I0002447,O000950,P00070,4,1078.51,8.06
I0002448,O000791,P00494,4,880.85,24.27
I0002449,O000379,P00242,3,927.47,33.22
I0002450,O000586,P00220,7,882.86,25.81
I0002451,O000514,P00389,6,407.2,1.48
I0002452,O000983,P00339,2,1065.71,2.4
I0002453,O000973,P00208,7,474.59,9.64
I0002454,O000397,P00404,4,650.95,22.66
I0002455,O000696,P00426,3,99.22,3.69
I0002456,O000673,P00422,1,22.31,13.69
I0002457,O000514,P00005,2,762.16,26.13
I0002458,O000756,P00445,2,210.36,22.38
I0002459,O000837,P00329,2,61.28,1.31
I0002460,O000336,P00039,1,713.54,7.82
I0002461,O000125,P00252,8,45.86,13.73
I0002462,O000035,P00386,8,984.13,28.16
I0002463,O000625,P00149,7,1199.46,25.95
I0002464,O000426,P00423,1,662.34,6.13
I0002465,O000705,P00447,4,1106.82,16.18
I0002466,O000298,P00297,2,341.78,2.39
I0002467,O000848,P00286,6,831.97,4.83
I0002468,O000797,P00397,1,283.92,4.43
I0002469,O000402,P00484,3,866.63,24.71
I0002470,O000080,P00447,5,455.98,1.87
I0002471,O000515,P00206,1,427.71,3.64
I0002472,O000183,P00312,2,696.55,5.34
I0002473,O000336,P00431,1,536.5,29.93
I0002474,O000893,P00438,4,212.14,23.48
I0002475,O000371,P00478,-3,66.83,2.73
I0002476,O000643,P00208,2,475.34,32.84
I0002477,O000415,P00139,5,465.22,29.51
I0002478,O000769,P00374,4,1035.73,26.59
I0002479,O000662,P00218,4,396.03,13.87
I0002480,O000094,P00364,3,180.86,5.71
I0002481,O000427,P00127,6,980.39,29.76
I0002482,O000548,P00143,1,447.41,19.77
I0002483,O000773,P00402,6,933.84,3.14
I0002484,O000298,P00353,6,1116.21,17.57
I0002485,O000542,P00223,4,1151.37,3.49
I0002486,O000324,P00293,7,874.21,15.15
I0002487,O000933,P00037,4,1190.96,15.27
I0002488,O000389,P00186,7,188.95,14.64
I0002489,O000199,P00199,3,915.19,13.2
I0002490,O000912,P00040,8,165.0,32.67
I0002491,O000547,P00214,1,991.24,18.2
I0002492,O000880,P00328,6,894.81,7.76
I0002493,O000689,P00160,4,487.77,22.67
I0002494,O000251,P00161,5,426.86,17.12
I0002495,O000112,P00420,7,168.96,31.35
I0002496,O000943,P00031,7,823.0,29.35
I0002497,O000405,P00316,1,862.77,20.26
I0002498,O000438,P00184,1,682.47,34.58
I0002499,O000343,P00428,6,812.82,11.77
I0002500,O000749,P00052,3,1174.43,26.79
